market,label,horizon_days,bucket,nobs,mean_return_pct,t_stat_hac,p_value_hac,hit_rate,forward_vol,mean_drawdown_pct
es,E-mini S&P 500,5,bottom 10%,227,-0.31689396633112954,-0.8435511920875514,0.39892024804118587,0.5022026431718062,0.16718065530808024,-1.8456812265311477
es,E-mini S&P 500,5,10-25%,338,-0.12856839485871704,-0.6514434896882398,0.5147602446844997,0.4556213017751479,0.14118898086740633,-1.4416360004450917
es,E-mini S&P 500,5,25-75%,1125,0.5083087674793705,4.227906597124698,2.3587566563396018e-05,0.6213333333333333,0.13760540585341782,-1.200707968599013
es,E-mini S&P 500,5,75-90%,337,0.47812133073689267,2.6458326913561456,0.008149011025717962,0.6409495548961425,0.11939569538236915,-1.020937964108743
es,E-mini S&P 500,5,top 10%,229,0.2101262938818003,0.8460930562422697,0.39750083406930636,0.5152838427947598,0.13863231794897696,-1.2492145108541426
es,E-mini S&P 500,10,bottom 10%,227,-0.2869637531398692,-0.3806969829823755,0.7034281078264086,0.5726872246696035,0.17481703569497822,-3.4359044892502433
es,E-mini S&P 500,10,10-25%,338,-0.42257693941349667,-1.3094211385093237,0.1903917349385451,0.45857988165680474,0.14240083316769314,-2.702356796618043
es,E-mini S&P 500,10,25-75%,1121,1.1341320921568823,5.482339861182958,4.197368904878909e-08,0.6842105263157895,0.14297602508993054,-2.1154885137105413
es,E-mini S&P 500,10,75-90%,336,0.6751392904075133,1.7414684961941527,0.08160149081377928,0.6547619047619048,0.12657230273832887,-2.0801049009646086
es,E-mini S&P 500,10,top 10%,229,0.32881215068432457,0.7480401530586634,0.45443593847479713,0.6069868995633187,0.1428567336498512,-2.3842699814789916
es,E-mini S&P 500,21,bottom 10%,227,0.8961965747666627,0.5841003220911092,0.559152818135364,0.6960352422907489,0.1633387290563856,-4.988355101184765
es,E-mini S&P 500,21,10-25%,338,-0.6823526727279972,-1.200324325653389,0.23001340591517017,0.46449704142011833,0.1468336249043386,-4.59487430862346
es,E-mini S&P 500,21,25-75%,1119,2.0364755108680312,4.203689402295837,2.6259922011989954e-05,0.6970509383378016,0.14648083447706964,-3.6071685470484214
es,E-mini S&P 500,21,75-90%,327,1.3834417980070892,1.6893039030523096,0.091161205803233,0.6605504587155964,0.1334982094195565,-3.62393365484859
es,E-mini S&P 500,21,top 10%,229,1.0038949688810388,1.2633208710018369,0.20647388856412874,0.6943231441048034,0.14201968941619417,-3.7329295999284993
